,reportedDateTime,centerLong,centerLat,offense,cluster_no
2500,2021/01/03 16:59:00+00,-93.2923388,45.01223403,AUTOTH  ,401
2501,2021/01/03 17:30:00+00,-93.2089135,44.95659687,TMVP    ,247
2502,2021/01/03 16:50:00+00,-93.21011267,44.91765509,THEFT   ,48
2503,2021/01/03 17:17:00+00,-93.29021522,45.04842245,CSCR    ,427
2504,2021/01/03 18:35:00+00,-93.28493,45.00716,TFMV    ,490
2505,2021/01/03 19:45:00+00,-93.27151125,44.94226808,BURGD   ,41
2506,2021/01/03 18:10:00+00,-93.29563,44.96271,AUTOTH  ,152
2507,2021/01/03 23:21:00+00,-93.28131035,44.95463641,ROBPAG  ,165
2508,2021/01/03 19:48:00+00,-93.29938127,45.01588734,AUTOTH  ,242
2509,2021/01/03 20:50:00+00,-93.20418268,44.9064315,CARJCK  ,145
2510,2021/01/03 22:10:00+00,-93.26510456,44.96761371,AUTOTH  ,47
2511,2021/01/03 22:56:00+00,-93.31588,45.01505,CARJCK  ,443
2512,2021/01/03 23:05:00+00,-93.27782,44.96806,AUTOTH  ,5
2513,2021/01/03 23:34:00+00,-93.2813,44.95553,ROBPAG  ,428
2514,2021/01/04 03:05:00+00,-93.31334542,45.01776084,DASTR   ,330
2515,2021/01/04 02:52:00+00,-93.28300416,44.94954814,ROBPAG  ,339
2516,2021/01/04 04:37:00+00,-93.25248074,44.94563854,AUTOTH  ,136
2517,2021/01/04 07:22:00+00,-93.28299,44.95134443,DASLT2  ,339
2518,2021/01/04 06:43:00+00,-93.23374831,44.98531447,AUTOTH  ,350
2519,2021/01/04 07:55:00+00,-93.247363,44.93863320000001,AUTOTH  ,368
2520,2021/01/04 11:00:00+00,-93.28702545,44.89874465,TMVP    ,280
2521,2021/01/04 11:06:00+00,-93.2766367,44.94225054,AUTOTH  ,229
2522,2021/01/02 15:57:00+00,-93.23037773,44.98694969,BIKETF  ,50
2523,2021/01/03 11:33:00+00,-93.28322844,44.96692818,TFMV    ,362
2524,2021/01/03 16:44:00+00,-93.32505679,44.94599365,BIKETF  ,169
2525,2021/01/03 19:41:00+00,-93.24993158,44.94383284,TMVP    ,389
2526,2021/01/04 00:07:00+00,-93.22684784,45.01788904,TMVP    ,222
2527,2021/01/04 09:38:00+00,-93.2695916,44.98415998,THEFT   ,195
2528,2021/01/04 11:27:00+00,-93.27237593,44.97563254,SHOPLF  ,88
2529,2021/01/02 12:36:00+00,-93.25818614,44.96723713,THEFT   ,151
2530,2021/01/02 12:14:00+00,-93.24858456,44.96092779,ASLT1   ,124
2531,2021/01/02 13:39:00+00,-93.2945481,44.94041722,TFMV    ,2
2532,2021/01/02 14:14:00+00,-93.24987,44.93046,ROBPER  ,392
2533,2021/01/02 12:51:00+00,-93.21910892,44.94926089,BURGD   ,397
2534,2021/01/02 13:35:00+00,-93.24727266,45.01948122,THEFT   ,185
2535,2021/01/02 13:15:00+00,-93.27431687,44.97449942,BURGB   ,457
2536,2021/01/02 15:17:00+00,-93.23442529,44.98447543,AUTOTH  ,350
2537,2021/01/02 15:56:00+00,-93.28726459,45.01669048,DASLT2  ,205
2538,2021/01/02 16:37:00+00,-93.27237593,44.97563254,ROBBIZ  ,88
2539,2021/01/02 17:30:00+00,-93.22431817,44.94590471,AUTOTH  ,240
2540,2021/01/02 17:00:00+00,-93.26772767,44.9510054,TMVP    ,118
2541,2021/01/02 18:47:00+00,-93.22693,44.98535,DASTR   ,442
2542,2021/01/02 19:22:00+00,-93.2624268,45.01497951,TMVP    ,284
2543,2021/01/02 19:52:00+00,-93.25246,44.94292,ROBPAG  ,389
2544,2021/01/02 21:23:00+00,-93.25611556,44.96272054,THEFT   ,1
2545,2021/01/02 21:01:00+00,-93.25244421,44.95464095,AUTOTH  ,60
2546,2021/01/02 21:14:00+00,-93.28800649,44.96180795,AUTOTH  ,85
2547,2021/01/02 22:41:00+00,-93.29367343,44.94891146,BURGB   ,331
2548,2021/01/02 22:33:00+00,-93.26765783,44.96671735,BURGD   ,311
2549,2021/01/02 22:39:00+00,-93.2484969,44.96811948,ROBPAG  ,37
2550,2021/01/03 02:17:00+00,-93.2589269,44.96181725,AUTOTH  ,282
2551,2021/01/02 23:58:00+00,-93.28801715,44.96002038,AUTOTH  ,324
2552,2021/01/03 02:02:00+00,-93.21784758,44.94234092,ROBPAG  ,227
2553,2021/01/02 10:17:00+00,-93.24353,44.93052,THEFT   ,96
2554,2021/01/02 12:39:00+00,-93.27288409999998,44.91516172,BURGD   ,335
2555,2021/01/02 14:36:00+00,-93.27237593,44.97563254,SHOPLF  ,88
2556,2021/01/02 14:43:00+00,-93.29703601,44.94565998,BIKETF  ,409
2557,2021/01/02 14:44:00+00,-93.23520884,44.94384821,BURGB   ,353
2558,2021/01/02 08:15:00+00,-93.30993884,44.89793637,AUTOTH  ,307
2559,2021/01/02 08:45:00+00,-93.3069452,45.00691522,AUTOTH  ,28
2560,2021/01/02 09:49:00+00,-93.24457693,44.96529034,AUTOTH  ,161
2561,2021/01/02 11:00:00+00,-93.25305268,44.98672899,BURGD   ,319
2562,2021/01/02 12:45:00+00,-93.27252943,44.97833114,AUTOTH  ,358
2563,2021/01/02 11:13:00+00,-93.30191,45.01501,AUTOTH  ,475
2564,2021/01/02 11:14:00+00,-93.26520218,44.95014794,BURGD   ,398
2565,2021/01/02 16:18:00+00,-93.27789224,44.95283963,THEFT   ,141
2566,2021/01/03 22:59:00+00,-93.30019407,44.94836492,BURGB   ,290
2567,2021/01/04 07:19:00+00,-93.27787759,44.95463802,ARSON   ,181
2568,2021/01/05 06:53:00+00,-93.27661,44.95194,ARSON   ,141
2569,2021/01/06 04:02:00+00,-93.22831282,44.93139814,TFMV    ,173
2570,2021/01/06 07:17:00+00,-93.27273251,44.92962124,AUTOTH  ,312
2571,2021/01/06 08:55:00+00,-93.26257942,44.95822156,THEFT   ,473
2572,2021/01/06 09:42:00+00,-93.27593729,44.96521403,BURGB   ,209
2573,2021/01/06 10:00:00+00,-93.25889495,45.00198358,AUTOTH  ,72
2574,2021/01/06 09:46:00+00,-93.2802184,45.00478744,AUTOTH  ,238
2575,2021/01/06 09:50:00+00,-93.29961978,45.00415203,BURGB   ,57
2576,2021/01/06 10:58:00+00,-93.30569542,44.99687678,AUTOTH  ,100
2577,2021/01/06 10:49:00+00,-93.25407685,44.9765083,BURGD   ,393
2578,2021/01/06 11:19:00+00,-93.27272878,44.93142709,BURGD   ,312
2579,2021/01/06 11:48:00+00,-93.29243031,45.01133796,AUTOTH  ,401
2580,2021/01/06 12:00:00+00,-93.20813866,44.96815725,THEFT   ,196
2581,2021/01/06 12:00:00+00,-93.2650343,44.97776424,AUTOTH  ,83
2582,2021/01/06 13:29:00+00,-93.28440022,44.92773658,CARJCK  ,189
2583,2021/01/06 12:33:00+00,-93.25816416,44.97824419,TFMV    ,179
2584,2021/01/06 12:15:00+00,-93.2879891,44.99968546,AUTOTH  ,468
2585,2021/01/06 12:41:00+00,-93.24382138,45.00743398,TMVP    ,187
2586,2021/01/06 15:00:00+00,-93.270103,45.00804094,DASLT2  ,166
2587,2021/01/06 14:02:00+00,-93.27237593,44.97563254,SHOPLF  ,88
2588,2021/01/06 12:55:00+00,-93.24730493,44.91708716,ROBBIZ  ,385
2589,2021/01/06 12:47:00+00,-93.29432832,45.01764448,CSCR    ,322
2590,2021/01/06 13:00:00+00,-93.30854497,45.03441922,TMVP    ,128
2591,2021/01/06 13:24:00+00,-93.27314066,44.98080828,BURGB   ,262
2592,2021/01/06 20:55:00+00,-93.2879891,44.99968546,TFMV    ,468
2593,2021/01/06 16:13:00+00,-93.28093769,45.01579081,AUTOTH  ,111
2594,2021/01/06 17:38:00+00,-93.2780985,44.89877848,ROBBIZ  ,45
2595,2021/01/06 18:45:00+00,-93.27629,44.96983,TFMV    ,5
2596,2021/01/06 15:24:00+00,-93.20953444,45.00058885,TMVP    ,95
2597,2021/01/06 15:50:00+00,-93.262634,44.91520327,ASLT2   ,133
2598,2021/01/06 21:46:00+00,-93.23514707,44.94837171,SHOPLF  ,233
2599,2021/01/06 18:38:00+00,-93.25751395,44.95643811,ROBPAG  ,356
2600,2021/01/06 19:28:00+00,-93.25115192,44.97447173,AUTOTH  ,156
2601,2021/01/06 18:21:00+00,-93.24905,44.98449,TFMV    ,3
2602,2021/01/06 18:27:00+00,-93.28132162,44.95284396,ASLT2   ,165
2603,2021/01/06 18:00:00+00,-93.21530649,44.92062096,AUTOTH  ,380
2604,2021/01/06 21:25:00+00,-93.27278226,44.95463157,BURGB   ,16
2605,2021/01/06 23:39:00+00,-93.31467864,45.02318649,AUTOTH  ,199
2606,2021/01/07 03:19:00+00,-93.28953171,44.9313476,DASLT2  ,119
2607,2021/01/07 01:30:00+00,-93.30548976,45.04483527,ASLT2   ,298
2608,2021/01/07 05:06:00+00,-93.20430545,44.90748467,BURGD   ,145
2609,2021/01/07 05:30:00+00,-93.28674952,44.96001488,AUTOTH  ,324
2610,2021/01/07 08:55:00+00,-93.3038743,44.9771342,THEFT   ,478
2611,2021/01/07 09:15:00+00,-93.2981965,44.98336371,AUTOTH  ,114
2612,2021/01/07 14:00:00+00,-93.24724692,45.03032205,DASLT3  ,75
2613,2021/01/07 11:15:00+00,-93.25243,44.95554,ROBPER  ,60
2614,2021/01/07 12:51:00+00,-93.2347243,44.95108135,ROBPAG  ,56
2615,2021/01/05 09:51:00+00,-93.27233484,44.97231758,TFMV    ,265
2616,2021/01/05 10:49:00+00,-93.31606,44.92477,TFMV    ,337
2617,2021/01/05 12:49:00+00,-93.22428385,44.96904377,TFMV    ,228
2618,2021/01/04 23:13:00+00,-93.27275923,44.96332,TFMV    ,44
2619,2021/01/06 09:35:00+00,-93.30821,45.00602,TFMV    ,28
2620,2021/01/06 09:47:00+00,-93.2695916,44.98415998,TFMV    ,195
2621,2021/01/06 11:23:00+00,-93.22790293,44.97366129,TFMV    ,68
2622,2021/01/06 16:01:00+00,-93.23889311,44.93501679999999,THEFT   ,55
2623,2021/01/06 17:03:00+00,-93.27781525,44.96747488,THEFT   ,5
2624,2021/01/06 18:19:00+00,-93.32014477,44.92422198,TMVP    ,15
2625,2021/01/06 18:59:00+00,-93.26265117,44.95063475,THEFT   ,467
2626,2021/01/19 10:32:00+00,-93.23460561,44.98196400000001,WLKOFF  ,212
2627,2021/01/19 12:55:00+00,-93.24306912,44.98856409,TBLDG   ,117
2628,2021/01/19 16:00:00+00,-93.23708617,44.98230574,TMVP    ,483
2629,2021/01/21 00:00:00+00,-93.29180315,45.01403406,CSCR    ,401
2630,2021/01/22 23:55:00+00,-93.26255347,44.96331865,AUTOTH  ,203
2631,2021/01/23 03:57:00+00,-93.22418506,44.89870621,CSCR    ,21
2632,2021/01/23 09:11:00+00,-93.27593729,44.96521403,AUTOTH  ,209
2633,2021/01/23 08:15:00+00,-93.24996,44.94837,AUTOTH  ,348
2634,2021/01/23 11:50:00+00,-93.30871786,44.91326908,BURGB   ,110
2635,2021/01/23 10:00:00+00,-93.29104937,44.99827388,AUTOTH  ,125
2636,2021/01/23 10:30:00+00,-93.21955929,44.92818356,TMVP    ,11
2637,2021/01/23 10:53:00+00,-93.24795978,44.92863945,AUTOTH  ,96
2638,2021/01/23 11:02:00+00,-93.30820808,44.9978569,AUTOTH  ,367
2639,2021/01/23 11:55:00+00,-93.2505519,44.95374591,AUTOTH  ,354
2640,2021/01/23 12:30:00+00,-93.27237593,44.97563254,THEFT   ,88
2641,2021/01/23 12:48:00+00,-93.25745872,44.92963481,TFMV    ,46
2642,2021/01/23 13:13:00+00,-93.25204216,44.99031863,AUTOTH  ,91
2643,2021/01/23 14:26:00+00,-93.30319758,45.02132969,AUTOTH  ,286
2644,2021/01/23 13:28:00+00,-93.21591152,44.94834651,THEFT   ,7
2645,2021/01/23 14:59:00+00,-93.24482626,44.93863329,BURGD   ,368
2646,2021/01/23 15:15:00+00,-93.30894632,44.92894054,TFMV    ,332
2647,2021/01/23 14:55:00+00,-93.23514707,44.94837171,THEFT   ,233
2648,2021/01/23 15:00:00+00,-93.2397182,44.9350194,BURGD   ,55
2649,2021/01/23 16:30:00+00,-93.24932366,44.94836921,ASLT3   ,348
2650,2021/01/23 15:47:00+00,-93.29179324,44.96356428,TMVP    ,248
2651,2021/01/23 16:52:00+00,-93.28052287,44.94834712,AUTOTH  ,370
2652,2021/01/23 18:04:00+00,-93.23514707,44.94837171,THEFT   ,233
2653,2021/01/23 06:53:00+00,-93.24258836,44.98191193,THEFT   ,351
2654,2021/01/23 22:07:00+00,-93.29411544,44.99469001,AUTOTH  ,94
2655,2021/01/23 21:47:00+00,-93.29577048,45.03055094,THEFT   ,318
2656,2021/01/23 22:19:00+00,-93.27819736,44.97694447,AUTOTH  ,191
2657,2021/01/23 23:36:00+00,-93.2956041,45.02126793,THEFT   ,377
2658,2021/01/24 00:34:00+00,-93.29944245,44.99228172,DASTR   ,254
2659,2021/01/24 01:25:00+00,-93.25060737,44.96965820000001,AUTOTH  ,37
2660,2021/01/24 02:31:00+00,-93.2779141,44.93863463,BURGB   ,97
2661,2021/01/24 02:29:00+00,-93.27021933,44.95553303,AUTOTH  ,479
2662,2021/01/24 03:05:00+00,-93.24478395,45.02672378,AUTOTH  ,406
2663,2021/01/24 02:30:00+00,-93.25240008,44.9188021,DASLT2  ,112
2664,2021/01/24 03:29:00+00,-93.26462979,45.00636513,BURGD   ,155
2665,2021/01/24 05:27:00+00,-93.28008435,44.96879045,BURGB   ,317
2666,2021/01/24 08:09:00+00,-93.26502641,44.97120688,ASLT3   ,126
2667,2021/01/24 08:55:00+00,-93.23199535,45.02678756,TFMV    ,35
2668,2021/01/24 09:38:00+00,-93.25353282,44.98497549,BURGD   ,319
2669,2021/01/24 10:30:00+00,-93.29075077,44.93859786,DASTR   ,176
2670,2021/01/24 10:38:00+00,-93.28645058,45.00313169,DASLT3  ,33
2671,2021/01/24 13:35:00+00,-93.27237593,44.97563254,TFMV    ,88
2672,2021/01/24 12:00:00+00,-93.2778161,44.96938053,THEFT   ,5
2673,2021/01/23 20:30:00+00,-93.2813918,44.94039909,AUTOTH  ,138
2674,2021/01/24 15:21:00+00,-93.25878084,44.95643483,CSCR    ,356
2675,2021/01/24 14:00:00+00,-93.31590167,44.99745903,AUTOTH  ,236
2676,2021/01/24 15:03:00+00,-93.22219734,44.9878819,TMVP    ,193
2677,2021/01/24 15:01:00+00,-93.28887405,45.04119379,AUTOTH  ,20
2678,2021/01/24 16:13:00+00,-93.29316,44.95374,ROBPER  ,183
2679,2021/01/24 16:07:00+00,-93.24863475,44.93863851,AUTOTH  ,368
2680,2021/01/24 16:11:00+00,-93.29994773,45.03544133,DASTR   ,43
2681,2021/01/24 18:26:00+00,-93.31717887,44.99802253,BURGD   ,236
2682,2021/01/24 19:05:00+00,-93.22293521,44.93677265,AUTOTH  ,109
2683,2021/01/24 16:25:00+00,-93.24827,44.98547,AUTOTH  ,3
2684,2021/01/24 20:16:00+00,-93.27154643,44.91878773,AUTOTH  ,287
2685,2021/01/24 17:53:00+00,-93.28499736,45.02120651,AUTOTH  ,328
2686,2021/01/24 19:21:00+00,-93.25747203,44.92603345,DASTR   ,213
2687,2021/01/24 18:07:00+00,-93.26343782,44.97965842,ASLT2   ,83
2688,2021/01/24 18:31:00+00,-93.29700253,44.95510273,AUTOTH  ,139
2689,2021/01/24 19:29:00+00,-93.29691588,44.99083368,ROBPAG  ,379
2690,2021/01/24 19:50:00+00,-93.24988942,44.95643511,THEFT   ,354
2691,2021/01/24 20:47:00+00,-93.23844336,45.00112185,AUTOTH  ,462
2692,2021/01/24 21:00:00+00,-93.22315143,44.97365396,AUTOTH  ,375
2693,2021/01/24 21:09:00+00,-93.28492292,44.94836055,TMVP    ,32
2694,2021/01/24 21:10:00+00,-93.24604248,45.03033033,THEFT   ,75
2695,2021/01/24 23:11:00+00,-93.26260588,44.9188095,ASLT2   ,477
2696,2021/01/25 01:17:00+00,-93.29367343,44.94891146,BURGB   ,331
2697,2021/01/25 00:17:00+00,-93.27150683,44.97927720000001,BURGD   ,358
2698,2021/01/25 02:49:00+00,-93.26465,45.01317,AUTOTH  ,482
2699,2021/01/25 03:00:00+00,-93.22068468,44.97316017,BURGD   ,200
2700,2021/01/25 06:00:00+00,-93.26760958,44.93867433,CARJCK  ,412
2701,2021/01/25 08:30:00+00,-93.27274,44.93595,ROBPAG  ,293
2702,2021/01/25 08:40:00+00,-93.29325,44.94292,ROBPAG  ,2
2703,2021/01/25 09:45:00+00,-93.23592851,44.94044476,BURGD   ,130
2704,2021/01/25 09:47:00+00,-93.29443595,44.95098959,AUTOTH  ,419
2705,2021/01/25 10:50:00+00,-93.2778187,44.96180077,ROBPAG  ,90
2706,2021/01/25 11:10:00+00,-93.24738317,44.94213373,BURGD   ,14
2707,2021/01/25 11:31:00+00,-93.26567228,44.9359637,AUTOTH  ,412
2708,2021/01/25 10:51:00+00,-93.29835568,44.94211785,TFMV    ,263
2709,2021/01/23 17:20:00+00,-93.3006449,45.012291,AUTOTH  ,73
2710,2021/01/22 08:40:00+00,-93.28685,44.94661,TFMV    ,101
2711,2021/01/22 10:10:00+00,-93.29581122,44.98269869,TMVP    ,114
2712,2021/01/22 10:49:00+00,-93.31371514,44.96798445,BURGD   ,171
2713,2021/01/22 11:50:00+00,-93.28560215,44.94039187,TMVP    ,301
2714,2021/01/22 12:25:00+00,-93.32758641,44.94724938,THEFT   ,333
2715,2021/01/22 14:02:00+00,-93.23617077,44.98000905,THEFT   ,19
2716,2021/01/22 15:16:00+00,-93.27275923,44.96332,THFTSW  ,44
2717,2021/01/22 18:06:00+00,-93.26767192,45.00035258,BIKETF  ,78
2718,2021/01/19 13:31:00+00,-93.24249641,44.96502112,TFMV    ,230
2719,2021/01/23 12:07:00+00,-93.24093,44.96275,THEFT   ,230
2720,2021/01/23 13:45:00+00,-93.2664515,44.99240272,THEFT   ,342
2721,2021/01/23 15:01:00+00,-93.26802708,44.97642176,TFMV    ,26
2722,2021/01/23 17:15:00+00,-93.24524,44.96275,THEFT   ,161
2723,2021/01/24 16:00:00+00,-93.29598726,45.04568568,THEFT   ,281
2724,2021/01/24 19:52:00+00,-93.2165653,44.94234958,TFMV    ,227
2725,2021/01/24 20:43:00+00,-93.22840453,44.94927656,TFMV    ,144
2726,2021/01/24 14:00:00+00,-93.29827352,44.94960945,ROBPER  ,369
2727,2021/01/19 13:07:00+00,-93.21652,44.98639,AUTOTH  ,12
2728,2021/01/25 10:28:00+00,-93.25820367,44.96002149,AUTOTH  ,282
2729,2021/01/26 21:21:00+00,-93.25759,44.94836,CARJCK  ,30
2730,2021/01/27 13:00:00+00,-93.2702046,44.94046608,BURGD   ,140
2731,2021/01/27 19:57:00+00,-93.27282893,44.94581327,TFMV    ,41
2732,2021/01/28 12:03:00+00,-93.22826714,44.96007641,TMVP    ,446
2733,2021/01/28 15:33:00+00,-93.22883412,45.00363907,THEFT   ,84
2734,2021/01/28 16:02:00+00,-93.22883412,45.00363907,THEFT   ,84
2735,2021/01/28 18:43:00+00,-93.2879891,44.99968546,ASLT2   ,468
2736,2021/01/28 20:32:00+00,-93.27890116,44.97140336,THEFT   ,371
2737,2021/01/28 20:06:00+00,-93.28655432,45.02662547,ASLT3   ,206
2738,2021/01/29 03:56:00+00,-93.25306709,44.95553978,ASLT4   ,60
2739,2021/01/29 08:37:00+00,-93.29305945,45.01043723,MVTHFT  ,401
2740,2021/01/29 09:09:00+00,-93.23538811,44.98098175,AUTOTH  ,19
2741,2021/01/29 08:39:00+00,-93.2563095,44.9474575,AUTOTH  ,30
2742,2021/01/29 08:40:00+00,-93.24036597,44.93051638,AUTOTH  ,486
2743,2021/01/29 09:36:00+00,-93.21911489,44.94414211,BURGD   ,227
2744,2021/01/29 10:00:00+00,-93.25244421,44.95464095,AUTOTH  ,60
2745,2021/01/29 10:15:00+00,-93.27524423,44.98816027,THEFT   ,211
2746,2021/01/29 10:41:00+00,-93.29936698,45.00869963,AUTOTH  ,178
2747,2021/01/29 11:30:00+00,-93.28245412,44.93047588,AUTOTH  ,189
2748,2021/01/29 12:30:00+00,-93.24736561,45.00642144,ASLT2   ,252
2749,2021/01/29 13:41:00+00,-93.24733,44.9305,AUTOTH  ,96
2750,2021/01/29 11:58:00+00,-93.28643056,45.0113507,AUTOTH  ,147
2751,2021/01/29 13:53:00+00,-93.25996988,44.93324504,AUTOTH  ,277
2752,2021/01/29 14:13:00+00,-93.21723954,44.92425188,AUTOTH  ,81
2753,2021/01/29 12:20:00+00,-93.27793,44.92687,AUTOTH  ,320
2754,2021/01/29 15:38:00+00,-93.23782349,44.93411072,AUTOTH  ,55
2755,2021/01/29 14:37:00+00,-93.27237593,44.97563254,THEFT   ,88
2756,2021/01/29 15:42:00+00,-93.26867736,44.90375984,TFMV    ,387
2757,2021/01/29 14:20:00+00,-93.31309096,44.98043494,AUTOTH  ,204
2758,2021/01/29 15:22:00+00,-93.23853274,44.9639705,AUTOTH  ,24
2759,2021/01/29 15:20:00+00,-93.30064649,45.014097,DASTR   ,242
2760,2021/01/29 17:12:00+00,-93.24995404,44.96823173,AUTOTH  ,37
2761,2021/01/29 16:06:00+00,-93.25249488,44.94745951,AUTOTH  ,136
2762,2021/01/29 18:00:00+00,-93.27643103,44.9768075,BURGB   ,191
2763,2021/01/29 19:33:00+00,-93.26260819,44.95463629,AUTOTH  ,79
2764,2021/01/29 17:07:00+00,-93.29581122,44.98269869,TFPER   ,114
2765,2021/01/29 18:47:00+00,-93.27386,44.97498,ASLT3   ,457
2766,2021/01/29 19:07:00+00,-93.20764804,44.92067135,BURGD   ,436
2767,2021/01/29 18:54:00+00,-93.2703,44.94835,DASLT2  ,288
2768,2021/01/29 19:15:00+00,-93.29578386,45.03243296,THEFT   ,318
2769,2021/01/29 20:12:00+00,-93.22692634,44.98482326,ASLT2   ,442
2770,2021/01/29 18:50:00+00,-93.23022513,44.92508441,AUTOTH  ,275
2771,2021/01/29 20:31:00+00,-93.2766777,44.91874448,AUTOTH  ,241
2772,2021/01/29 20:23:00+00,-93.24250583,44.96338128,AUTOTH  ,230
2773,2021/01/30 00:18:00+00,-93.27795772,44.91873473,TFMV    ,241
2774,2021/01/29 21:24:00+00,-93.27781,44.96269,AUTOTH  ,90
2775,2021/01/29 21:50:00+00,-93.2905388,44.96181315,ROBPAG  ,248
2776,2021/01/30 00:57:00+00,-93.28565524,44.99860841,AUTOTH  ,194
2777,2021/01/29 23:45:00+00,-93.27403148,44.96574698,AUTOTH  ,383
2778,2021/01/30 02:09:00+00,-93.26262,44.91611,DASTR   ,133
2779,2021/01/30 03:28:00+00,-93.24734,44.93412,CARJCK  ,163
2780,2021/01/30 06:43:00+00,-93.24739141,44.94383643,BURGD   ,494
2781,2021/01/30 07:10:00+00,-93.25374097,44.94382691,BURGD   ,237
2782,2021/01/30 09:00:00+00,-93.25429921,44.9359365,THEFT   ,223
2783,2021/01/30 09:00:00+00,-93.25745872,44.92963481,AUTOTH  ,46
2784,2021/01/30 09:45:00+00,-93.27252943,44.97833114,THEFT   ,358
2785,2021/01/30 10:24:00+00,-93.30606202,44.98074332,AUTOTH  ,210
2786,2021/01/30 11:11:00+00,-93.2228875,44.97079123,TFMV    ,228
2787,2021/01/30 11:15:00+00,-93.25626328,44.99980718,BURGD   ,72
2788,2021/01/30 12:31:00+00,-93.29187101,44.95464302,TMVP    ,183
2789,2021/01/30 13:33:00+00,-93.29581965,44.9281707,TFMV    ,267
2790,2021/01/30 14:20:00+00,-93.27781743,44.96842384,AUTOTH  ,5
2791,2021/01/30 14:53:00+00,-93.22545685,44.92961535,TFMV    ,426
2792,2021/01/30 14:30:00+00,-93.30318096,45.0159151,AUTOTH  ,475
2793,2021/01/30 17:45:00+00,-93.28567552,45.00950395,TMVP    ,147
2794,2021/01/30 16:00:00+00,-93.26770462,44.94408768,ROBPAG  ,340
2795,2021/01/30 21:55:00+00,-93.25672375,44.96900367,CSCR    ,151
2796,2021/01/30 17:42:00+00,-93.24736969,45.00840641,TMVP    ,252
2797,2021/01/30 18:25:00+00,-93.21921931,44.92059183,SHOPLF  ,218
2798,2021/01/30 18:56:00+00,-93.30951063,45.01233951,THEFT   ,170
2799,2021/01/30 18:13:00+00,-93.2781088,44.89307444,THEFT   ,283
2800,2021/01/30 19:33:00+00,-93.24425023,44.96274439,ASLT4   ,161
2801,2021/01/30 19:56:00+00,-93.24740293,44.94565013,TMVP    ,69
2802,2021/01/30 21:41:00+00,-93.21790755,44.97204929,AUTOTH  ,200
2803,2021/01/31 02:33:00+00,-93.27718275,44.96090578,DASLT2  ,90
2804,2021/01/31 13:00:00+00,-93.28436181,44.93499279,THEFT   ,59
2805,2021/01/28 08:58:00+00,-93.29829552,45.03045189,TFMV    ,444
2806,2021/01/26 16:07:00+00,-93.25819,44.96799,TFMV    ,151
2807,2021/01/28 17:10:00+00,-93.31814067,45.04486526,TFMV    ,381
2808,2021/01/30 16:44:00+00,-93.27237593,44.97563254,SHOPLF  ,88
2809,2021/01/30 16:10:00+00,-93.27237593,44.97563254,SHOPLF  ,88
2810,2021/01/29 09:45:00+00,-93.25566927,44.98822671,TFMV    ,157
2811,2021/01/29 10:54:00+00,-93.23037773,44.98694969,THEFT   ,50
2812,2021/01/29 13:18:00+00,-93.288877,44.96587443,THEFT   ,207
2813,2021/01/29 13:22:00+00,-93.31080958,45.01956389,TMVP    ,0
2814,2021/01/29 13:41:00+00,-93.23216,44.92328,TMVP    ,275
2815,2021/01/29 14:05:00+00,-93.20370625,44.92519188,TMVP    ,175
2816,2021/01/29 14:13:00+00,-93.27403148,44.96574698,TMVP    ,383
2817,2021/01/29 14:18:00+00,-93.26832176,44.99763105,THFTSW  ,78
2818,2021/01/29 14:35:00+00,-93.21890261,44.96954470000001,TMVP    ,29
2819,2021/01/29 14:49:00+00,-93.32280644,44.94841574,THEFT   ,169
2820,2021/01/29 16:48:00+00,-93.23179954,45.03328486,THFTSW  ,276
2821,2021/01/29 21:40:00+00,-93.27771387,44.97050597,TFMV    ,5
2822,2021/01/30 09:57:00+00,-93.21649447,44.98716862,TMVP    ,12
2823,2021/01/30 10:06:00+00,-93.25757753,44.94745314,THEFT   ,30
2824,2021/01/30 10:26:00+00,-93.21911104,44.95106633,TMVP    ,397
2825,2021/01/30 23:08:00+00,-93.25002761,45.0098818,BURGD   ,202
2826,2021/02/03 00:00:00+00,-93.26013598,44.97700051,CSCR    ,179
2827,2021/02/04 16:05:00+00,-93.23460944,45.00688064,TMVP    ,27
2828,2021/02/05 04:16:00+00,-93.21150112,44.89718174,CSCR    ,214
2829,2021/02/05 09:53:00+00,-93.28938,44.94836,AUTOTH  ,257
2830,2021/02/05 08:18:00+00,-93.26255579,44.9224221,AUTOTH  ,336
2831,2021/02/05 11:28:00+00,-93.29894771,44.96093443,AUTOTH  ,357
2832,2021/02/05 09:18:00+00,-93.24736109,45.03469652,TMVP    ,75
2833,2021/02/05 10:55:00+00,-93.25500843,45.00694644,THEFT   ,246
2834,2021/02/05 10:54:00+00,-93.29960424,45.03439389,AUTOTH  ,444
2835,2021/02/05 11:08:00+00,-93.27013843,44.93144177,AUTOTH  ,10
2836,2021/02/05 12:12:00+00,-93.26642592,44.94408565,AUTOTH  ,340
2837,2021/02/05 15:07:00+00,-93.27960819,44.96000889,CSCR    ,407
2838,2021/02/05 13:05:00+00,-93.22538824,44.89881249,BURGD   ,21
2839,2021/02/05 14:42:00+00,-93.26448247,44.97294236,BURGB   ,126
2840,2021/02/05 16:50:00+00,-93.27781232,44.96471066,SHOPLF  ,209
2841,2021/02/05 16:20:00+00,-93.27781232,44.96471066,SHOPLF  ,209
2842,2021/02/05 17:06:00+00,-93.28707422,44.99737307,AUTOTH  ,194
