X,Y,publicaddress,caseNumber,precinct,reportedDate,reportedTime,beginDate,reportedDateTime,beginTime,offense,description,UCRCode,enteredDate,centergbsid,centerLong,centerLat,centerX,centerY,neighborhood,lastchanged,LastUpdateDateETL,OBJECTID
-93.26163752652842,44.969842157828595,,MP202122139         ,1     ,2021/02/01 00:00:00+00,104,2021/02/01 00:00:00+00,2021/02/01 01:04:00+00,10,AUTOTH  ,AUTOMOBILE THEFT              ,8.0,2021/02/01 00:00:00+00,,-93.26164,44.96985,-10381838,5616775,Elliot Park,2021/02/01 00:00:00+00,2021/02/02 07:05:18+00,527
-93.2882905410083,44.905794941826294,0053XX LYNDALE AVE S,MP202122172         ,5     ,2021/02/01 00:00:00+00,201,2021/02/01 00:00:00+00,2021/02/01 02:01:00+00,201,BURGB   ,BURGLARY OF BUSINESS          ,6.0,2021/02/01 00:00:00+00,14674.0,-93.28829116,44.90579745,-10384805,5606703,Tangletown,2021/02/01 00:00:00+00,2021/02/02 07:05:18+00,528
-93.2881018947986,44.9474795350847,0030XX LYNDALE AVE S,MP202122176         ,5     ,2021/02/01 00:00:00+00,210,2021/02/01 00:00:00+00,2021/02/01 02:10:00+00,203,BURGB   ,BURGLARY OF BUSINESS          ,6.0,2021/02/01 00:00:00+00,19250.0,-93.28810737,44.94748459,-10384784,5613257,Lyndale,2021/02/01 00:00:00+00,2021/02/02 07:05:18+00,529
-93.2880300295759,44.956430715553104,0025XX LYNDALE AVE S,MP202122213         ,5     ,2021/02/01 00:00:00+00,356,2021/01/31 00:00:00+00,2021/02/01 03:56:00+00,1,ROBPER  ,ROBBERY OF PERSON             ,4.0,2021/02/01 00:00:00+00,16748.0,-93.28803756,44.95643679,-10384776,5614665,Whittier,2021/02/01 00:00:00+00,2021/02/02 07:05:18+00,530
-93.31631797787279,44.915140670499106,0048XX VINCENT AVE S,MP202122271         ,5     ,2021/02/01 00:00:00+00,808,2021/01/30 00:00:00+00,2021/02/01 08:08:00+00,2100,AUTOTH  ,AUTOMOBILE THEFT              ,8.0,2021/02/01 00:00:00+00,14196.0,-93.31632582,44.91514188,-10387925,5608172,Fulton,2021/02/01 00:00:00+00,2021/02/02 07:05:18+00,531
-93.2714830620424,44.9600476644114,0022XX CLINTON AVE ,MP202122286         ,5     ,2021/02/01 00:00:00+00,1049,2021/01/29 00:00:00+00,2021/02/01 10:49:00+00,605,BURGB   ,BURGLARY OF BUSINESS          ,6.0,2021/02/01 00:00:00+00,21234.0,-93.271486,44.96005068,-10382934,5615234,Whittier,2021/02/01 00:00:00+00,2021/02/02 07:05:18+00,532
-93.24871076958999,44.9875836642696,0005XX 4TH AVE SE,MP202122296         ,2     ,2021/02/01 00:00:00+00,901,2021/01/31 00:00:00+00,2021/02/01 09:01:00+00,2100,AUTOTH  ,AUTOMOBILE THEFT              ,8.0,2021/02/01 00:00:00+00,17390.0,-93.24871862,44.98758777,-10380399,5619567,Marcy Holmes,2021/02/01 00:00:00+00,2021/02/02 07:05:18+00,533
-93.2101730439012,44.9492533529204,0029XX 44TH AVE S,MP202122333         ,3     ,2021/02/01 00:00:00+00,1116,2021/01/31 00:00:00+00,2021/02/01 11:16:00+00,2200,AUTOTH  ,AUTOMOBILE THEFT              ,8.0,2021/02/01 00:00:00+00,13702.0,-93.21017864,44.94925354,-10376109,5613536,Cooper,2021/02/01 00:00:00+00,2021/02/02 07:05:18+00,534
-93.27657650970329,44.963314800064495,0019XX 1ST AVE S,MP202122406         ,5     ,2021/02/01 00:00:00+00,1358,2021/01/30 00:00:00+00,2021/02/01 13:58:00+00,1900,AUTOTH  ,AUTOMOBILE THEFT              ,8.0,2021/02/01 00:00:00+00,15018.0,-93.2765804,44.96331994,-10383501,5615748,Steven's Square - Loring Heights,2021/02/01 00:00:00+00,2021/02/02 07:05:18+00,535
-93.2307085312962,45.0267899373717,0032XX CLEVELAND ST NE,MP202122470         ,2     ,2021/02/01 00:00:00+00,1418,2021/01/07 00:00:00+00,2021/02/01 14:18:00+00,1418,TMVP    ,THEFT-MOTR VEH PARTS          ,7.0,2021/02/01 00:00:00+00,10263.0,-93.23071131,45.02679381,-10378395,5625740,Waite Park,2021/02/09 00:00:00+00,2021/02/10 07:03:44+00,536
-93.2956387600324,44.995772643633,0016XX FREMONT AVE N,MP2021700682        ,4     ,2021/01/29 00:00:00+00,956,2021/01/25 00:00:00+00,2021/01/29 09:56:00+00,800,BURGD   ,BURGLARY OF DWELLING          ,6.0,2021/02/01 00:00:00+00,22160.0,-93.29564279,44.99577858,-10385623,5620856,Near - North,2021/02/02 00:00:00+00,2021/02/03 07:07:10+00,537
-93.2409942412994,44.9350167606465,0037XX 22ND AVE S,MP2021700715        ,3     ,2021/01/30 00:00:00+00,1018,2021/01/30 00:00:00+00,2021/01/30 10:18:00+00,700,BURGD   ,BURGLARY OF DWELLING          ,6.0,2021/02/01 00:00:00+00,11780.0,-93.24099829,44.93501775,-10379540,5611297,Standish,2021/02/02 00:00:00+00,2021/02/03 07:07:10+00,538
-93.2957285915608,44.94880831417029,0029XX FREMONT AVE S,MP2021700728        ,5     ,2021/01/31 00:00:00+00,1351,2020/11/01 00:00:00+00,2021/01/31 13:51:00+00,0,BIKETF  ,BIKE THEFT                    ,7.0,2021/02/01 00:00:00+00,17307.0,-93.29573677,44.94880987,-10385633,5613466,Lowry Hill East,2021/02/01 00:00:00+00,2021/02/02 07:05:18+00,539
-93.29411162404942,44.9919737125906,,MP2021700734        ,4     ,2021/01/31 00:00:00+00,1858,2021/01/31 00:00:00+00,2021/01/31 18:58:00+00,1400,TFMV    ,THEFT FROM MOTR VEHC          ,7.0,2021/02/01 00:00:00+00,,-93.29411999999999,44.99198,-10385453,5620258,Near - North,2021/02/02 00:00:00+00,2021/02/03 07:07:10+00,540
-93.271788489239,44.9773664469728,0006XX NICOLLET MALL  ,MP202113723         ,1     ,2021/01/20 00:00:00+00,1359,2021/01/20 00:00:00+00,2021/01/20 13:59:00+00,1355,THEFT   ,OTHER THEFT                   ,7.0,2021/01/20 00:00:00+00,21933.0,-93.2717965,44.97736687,-10382968,5617959,Downtown West,2021/02/04 00:00:00+00,2021/02/05 07:01:48+00,541
-93.2452522557461,44.9823227872456,0002XX 8TH AVE SE,MP202120196         ,2     ,2021/01/29 00:00:00+00,1300,2021/01/29 00:00:00+00,2021/01/29 13:00:00+00,400,BURGD   ,BURGLARY OF DWELLING          ,6.0,2021/02/04 00:00:00+00,20475.0,-93.24525601,44.98232443,-10380014,5618739,Marcy Holmes,2021/02/05 00:00:00+00,2021/02/06 07:03:57+00,542
-93.3069575326123,45.0105212895061,0029XX OLIVER AVE N,MP202122282         ,4     ,2021/02/01 00:00:00+00,800,2021/01/31 00:00:00+00,2021/02/01 08:00:00+00,200,TFMV    ,THEFT FROM MOTR VEHC          ,7.0,2021/02/04 00:00:00+00,19855.0,-93.30696213,45.01052688,-10386883,5623178,Jordan,2021/02/04 00:00:00+00,2021/02/05 07:01:48+00,543
-93.2581790126846,44.9645351609843,0018XX 11TH AVE S,MP202123122         ,3     ,2021/02/02 00:00:00+00,1120,2021/02/01 00:00:00+00,2021/02/02 11:20:00+00,2230,DASLT2  ,2ND DEG DOMES ASLT            ,5.0,2021/02/03 00:00:00+00,18574.0,-93.25818703,44.96454128,-10381453,5615940,Ventura Village,2021/02/09 00:00:00+00,2021/02/10 07:03:44+00,544
-93.2578107034181,44.967986353683,0011XX 15TH ST E,MP202123233         ,1     ,2021/02/02 00:00:00+00,1428,2021/02/01 00:00:00+00,2021/02/02 14:28:00+00,1200,DASTR   ,DOMESTIC ASSAULT/STRANGULATION,5.0,2021/02/04 00:00:00+00,20021.0,-93.25781317,44.96798747,-10381412,5616483,Elliot Park,2021/02/04 00:00:00+00,2021/02/05 07:01:48+00,545
-93.290626160747,45.032230838229395,0042XX BRYANT AVE N,MP202123267         ,4     ,2021/02/02 00:00:00+00,1523,2021/02/02 00:00:00+00,2021/02/02 15:23:00+00,1523,TFPER   ,THEFT FROM PERSON SNATCH/GRAB ,7.0,2021/02/04 00:00:00+00,21228.0,-93.29062866,45.03223698,-10385065,5626597,Webber - Camden,2021/02/04 00:00:00+00,2021/02/05 07:01:48+00,546
-93.24644701507401,45.0121724949586,0009XX 24TH AVE NE,MP202123502         ,2     ,2021/02/03 00:00:00+00,809,2021/02/02 00:00:00+00,2021/02/03 08:09:00+00,1800,THEFT   ,OTHER THEFT                   ,7.0,2021/02/04 00:00:00+00,20983.0,-93.24645581,45.01217562,-10380147,5623438,Windom Park,2021/02/04 00:00:00+00,2021/02/05 07:01:48+00,547
-93.2778161847954,44.967891019656804,0014XX NICOLLET AVE ,MP202123757         ,1     ,2021/02/03 00:00:00+00,601,2021/02/03 00:00:00+00,2021/02/03 06:01:00+00,510,ROBBIZ  ,ROBBERY OF BUSINESS           ,4.0,2021/02/04 00:00:00+00,25134.0,-93.2778163,44.96789104,-10383639,5616468,Loring Park,2021/02/04 00:00:00+00,2021/02/05 07:01:48+00,548
-93.27408817636629,44.9440589000468,0032XX 2ND AVE S,MP202123763         ,3     ,2021/02/03 00:00:00+00,553,2021/02/03 00:00:00+00,2021/02/03 05:53:00+00,540,AUTOTH  ,AUTOMOBILE THEFT              ,8.0,2021/02/04 00:00:00+00,19310.0,-93.27409088,44.94406457,-10383224,5612719,Central,2021/02/04 00:00:00+00,2021/02/05 07:01:48+00,549
-93.2498516300008,44.9169091261585,0047XX 17TH AVE S,MP202123768         ,3     ,2021/02/03 00:00:00+00,658,2021/02/02 00:00:00+00,2021/02/03 06:58:00+00,1845,TFMV    ,THEFT FROM MOTR VEHC          ,7.0,2021/02/04 00:00:00+00,15780.0,-93.24985245,44.91691153,-10380526,5608450,Northrop,2021/02/04 00:00:00+00,2021/02/05 07:01:48+00,550
-93.2340143315418,44.934113740257395,0026XX 38TH ST E,MP202123771         ,3     ,2021/02/03 00:00:00+00,621,2021/02/03 00:00:00+00,2021/02/03 06:21:00+00,615,AUTOTH  ,AUTOMOBILE THEFT              ,8.0,2021/02/04 00:00:00+00,11460.0,-93.2340192,44.93411553,-10378763,5611155,Standish,2021/02/04 00:00:00+00,2021/02/05 07:01:48+00,551
-93.27642379610509,44.976807243226204,0008XX HENNEPIN AVE ,MP202123781         ,1     ,2021/02/03 00:00:00+00,825,2021/02/03 00:00:00+00,2021/02/03 08:25:00+00,30,BURGB   ,BURGLARY OF BUSINESS          ,6.0,2021/02/04 00:00:00+00,21655.0,-93.27643103,44.9768075,-10383484,5617871,Downtown West,2021/02/04 00:00:00+00,2021/02/05 07:01:48+00,552
-93.27960383221078,44.960003169062006,0022XX BLAISDELL AVE ,MP202123785         ,5     ,2021/02/03 00:00:00+00,715,2021/02/02 00:00:00+00,2021/02/03 07:15:00+00,2059,AUTOTH  ,AUTOMOBILE THEFT              ,8.0,2021/02/04 00:00:00+00,16776.0,-93.27960819,44.96000889,-10383838,5615227,Whittier,2021/02/05 00:00:00+00,2021/02/06 07:03:57+00,553
-93.2165061666543,44.906278488550996,0053XX 39TH AVE S,MP202123790         ,3     ,2021/02/03 00:00:00+00,748,2021/02/03 00:00:00+00,2021/02/03 07:48:00+00,745,AUTOTH  ,AUTOMOBILE THEFT              ,8.0,2021/02/04 00:00:00+00,14530.0,-93.21650763,44.90628291,-10376814,5606779,Minnehaha,2021/02/04 00:00:00+00,2021/02/05 07:01:48+00,554
-93.21007422921998,44.9114191022306,0050XX 44TH AVE S,MP202123810         ,3     ,2021/02/03 00:00:00+00,906,2021/02/03 00:00:00+00,2021/02/03 09:06:00+00,645,TFMV    ,THEFT FROM MOTR VEHC          ,7.0,2021/02/04 00:00:00+00,13068.0,-93.21007753,44.91142132,-10376098,5607587,Minnehaha,2021/02/04 00:00:00+00,2021/02/05 07:01:48+00,555
-93.3082061908572,44.997856231306706,0018XX PENN AVE N,MP202123848         ,4     ,2021/02/03 00:00:00+00,1233,2021/01/27 00:00:00+00,2021/02/03 12:33:00+00,1200,BURGD   ,BURGLARY OF DWELLING          ,6.0,2021/02/04 00:00:00+00,19024.0,-93.30820808,44.997856899999995,-10387022,5621184,Willard - Hay,2021/02/04 00:00:00+00,2021/02/05 07:01:48+00,556
-93.2417039103738,44.9640076123139,0021XX 9TH ST S,MP202123865         ,3     ,2021/02/03 00:00:00+00,1120,2021/02/03 00:00:00+00,2021/02/03 11:20:00+00,100,BURGB   ,BURGLARY OF BUSINESS          ,6.0,2021/02/04 00:00:00+00,17199.0,-93.24170511,44.96401122,-10379619,5615857,Seward,2021/02/04 00:00:00+00,2021/02/05 07:01:48+00,557
-93.30101966858419,44.900596557646296,0056XX JAMES AVE S,MP202123890         ,5     ,2021/02/03 00:00:00+00,1208,2021/02/03 00:00:00+00,2021/02/03 12:08:00+00,1118,TMVP    ,THEFT-MOTR VEH PARTS          ,7.0,2021/02/04 00:00:00+00,13801.0,-93.30102326,44.90060287,-10386222,5605886,Kenny,2021/02/05 00:00:00+00,2021/02/06 07:03:57+00,558
-93.2345712870179,45.017735436780605,0027XX HAYES ST NE,MP202123933         ,2     ,2021/02/03 00:00:00+00,1307,2021/02/02 00:00:00+00,2021/02/03 13:07:00+00,1630,TMVP    ,THEFT-MOTR VEH PARTS          ,7.0,2021/02/04 00:00:00+00,10621.0,-93.23457891,45.01773601,-10378825,5624314,Audubon Park,2021/02/05 00:00:00+00,2021/02/06 07:03:57+00,559
-93.29452484908009,44.94211324345671,0033XX EMERSON AVE S,MP202123951         ,5     ,2021/02/03 00:00:00+00,1241,2021/02/01 00:00:00+00,2021/02/03 12:41:00+00,1800,TMVP    ,THEFT-MOTR VEH PARTS          ,7.0,2021/02/04 00:00:00+00,14084.0,-93.29453014,44.94211651,-10385499,5612413,CARAG,2021/02/05 00:00:00+00,2021/02/06 07:03:57+00,560
-93.29187481899191,44.953735336521206,,MP202123956         ,5     ,2021/02/03 00:00:00+00,1237,2021/01/31 00:00:00+00,2021/02/03 12:37:00+00,1900,TMVP    ,THEFT-MOTR VEH PARTS          ,7.0,2021/02/04 00:00:00+00,,-93.29188,44.95374,-10385204,5614241,Lowry Hill East,2021/02/05 00:00:00+00,2021/02/06 07:03:57+00,561
-93.29691436773581,44.990830172332295,0012XX 12TH AVE N,MP202123987         ,4     ,2021/02/03 00:00:00+00,1300,2021/02/02 00:00:00+00,2021/02/03 13:00:00+00,1200,AUTOTH  ,AUTOMOBILE THEFT              ,8.0,2021/02/04 00:00:00+00,15855.0,-93.29691588,44.99083368,-10385765,5620078,Near - North,2021/02/04 00:00:00+00,2021/02/05 07:01:48+00,562
-93.28805697903441,44.952838967802,0027XX LYNDALE AVE S,MP202123988         ,5     ,2021/02/03 00:00:00+00,1806,2021/02/03 00:00:00+00,2021/02/03 18:06:00+00,200,BURGB   ,BURGLARY OF BUSINESS          ,6.0,2021/02/04 00:00:00+00,16753.0,-93.28806046,44.95284304,-10384779,5614100,Lowry Hill East,2021/02/04 00:00:00+00,2021/02/05 07:01:48+00,563
-93.2833767564041,45.0059103637688,,MP202123992         ,4     ,2021/02/03 00:00:00+00,1319,2021/02/03 00:00:00+00,2021/02/03 13:19:00+00,1200,AUTOTH  ,AUTOMOBILE THEFT              ,8.0,2021/02/04 00:00:00+00,,-93.28338000000001,45.00591,-10384258,5622452,Hawthorne,2021/02/04 00:00:00+00,2021/02/05 07:01:48+00,564
-93.2682311607139,44.99870107910999,00008X BROADWAY ST NE,MP202124017         ,2     ,2021/02/03 00:00:00+00,1400,2021/02/03 00:00:00+00,2021/02/03 14:00:00+00,330,BIKETF  ,BIKE THEFT                    ,7.0,2021/02/04 00:00:00+00,14388.0,-93.26823369,44.9987034,-10382572,5621317,St. Anthony West,2021/02/04 00:00:00+00,2021/02/05 07:01:48+00,565
-93.3133355711295,45.014153878662995,0032XX THOMAS AVE N,MP202124031         ,4     ,2021/02/03 00:00:00+00,1414,2021/02/02 00:00:00+00,2021/02/03 14:14:00+00,2200,TFMV    ,THEFT FROM MOTR VEHC          ,7.0,2021/02/04 00:00:00+00,10179.0,-93.31333825,45.01415454,-10387593,5623750,Cleveland,2021/02/04 00:00:00+00,2021/02/05 07:01:48+00,566
-93.2594995361522,44.978815267674996,0002XX PORTLAND AVE ,MP202124053         ,1     ,2021/02/03 00:00:00+00,1302,2021/02/03 00:00:00+00,2021/02/03 13:02:00+00,1240,THEFT   ,OTHER THEFT                   ,7.0,2021/02/04 00:00:00+00,15554.0,-93.25950751,44.97882129,-10381600,5618187,Downtown East,2021/02/04 00:00:00+00,2021/02/05 07:01:48+00,567
-93.25731663001179,45.011080164373396,0006XX 23RD AVE NE,MP202124081         ,2     ,2021/02/03 00:00:00+00,1530,2021/02/03 00:00:00+00,2021/02/03 15:30:00+00,530,TMVP    ,THEFT-MOTR VEH PARTS          ,7.0,2021/02/04 00:00:00+00,11160.0,-93.25732009999999,45.01108306,-10381357,5623266,Holland,2021/02/05 00:00:00+00,2021/02/06 07:03:57+00,568
-93.24865687067292,44.97081452438379,0015XX 4TH ST S,MP202124097         ,1     ,2021/02/03 00:00:00+00,1610,2021/02/03 00:00:00+00,2021/02/03 16:10:00+00,1610,AUTOTH  ,AUTOMOBILE THEFT              ,8.0,2021/02/04 00:00:00+00,20034.0,-93.24865948,44.97081881,-10380393,5616928,Cedar Riverside,2021/02/04 00:00:00+00,2021/02/05 07:01:48+00,569
-93.301882051257,45.0068884699416,0026XX KNOX AVE N,MP202124128         ,4     ,2021/02/03 00:00:00+00,1815,2021/02/03 00:00:00+00,2021/02/03 18:15:00+00,1705,BURGB   ,BURGLARY OF BUSINESS          ,6.0,2021/02/04 00:00:00+00,20441.0,-93.301891,45.00688979,-10386318,5622606,Jordan,2021/02/04 00:00:00+00,2021/02/05 07:01:48+00,570
-93.23331364562021,44.991471828286706,,MP202124145         ,2     ,2021/02/03 00:00:00+00,1746,2021/01/31 00:00:00+00,2021/02/03 17:46:00+00,0,THEFT   ,OTHER THEFT                   ,7.0,2021/02/04 00:00:00+00,,-93.23331,44.991479999999996,-10378685,5620179,Como,2021/02/04 00:00:00+00,2021/02/05 07:01:48+00,571
-93.30425360360711,45.0484615841891,0051XX LOGAN AVE N,MP202124163         ,4     ,2021/02/03 00:00:00+00,1741,2021/02/03 00:00:00+00,2021/02/03 17:41:00+00,1730,DASLT2  ,2ND DEG DOMES ASLT            ,5.0,2021/02/04 00:00:00+00,10184.0,-93.30426148,45.04846377,-10386582,5629154,Shingle Creek,2021/02/04 00:00:00+00,2021/02/05 07:01:48+00,572
-93.2473812629695,44.9421323188414,0033XX CEDAR AVE S,MP202124221         ,3     ,2021/02/03 00:00:00+00,1922,2021/02/03 00:00:00+00,2021/02/03 19:22:00+00,1850,AUTOTH  ,AUTOMOBILE THEFT              ,8.0,2021/02/04 00:00:00+00,22413.0,-93.24738317,44.94213373,-10380251,5612416,Corcoran,2021/02/04 00:00:00+00,2021/02/05 07:01:48+00,573
-93.2930516120141,45.0104323770926,0029XX DUPONT AVE N,MP202124248         ,4     ,2021/02/03 00:00:00+00,2240,2021/02/03 00:00:00+00,2021/02/03 22:40:00+00,1930,DASLT3  ,3RD DEG DOMES ASLT            ,5.0,2021/02/04 00:00:00+00,19327.0,-93.29305945,45.01043723,-10385335,5623164,Hawthorne,2021/02/04 00:00:00+00,2021/02/05 07:01:48+00,574
-93.2327387238383,44.983155156219304,0014XX 7TH ST SE,MP202124267         ,2     ,2021/02/03 00:00:00+00,2028,2021/02/03 00:00:00+00,2021/02/03 20:28:00+00,1951,AUTOTH  ,AUTOMOBILE THEFT              ,8.0,2021/02/04 00:00:00+00,16601.0,-93.23274628,44.98315821,-10378621,5618870,Marcy Holmes,2021/02/04 00:00:00+00,2021/02/05 07:01:48+00,575
-93.24736329666379,45.0069075237921,,MP202124349         ,2     ,2021/02/03 00:00:00+00,2159,2021/02/03 00:00:00+00,2021/02/03 21:59:00+00,2145,AUTOTH  ,AUTOMOBILE THEFT              ,8.0,2021/02/04 00:00:00+00,,-93.24736,45.00691,-10380249,5622609,Windom Park,2021/02/04 00:00:00+00,2021/02/05 07:01:48+00,576
-93.2345982364764,44.981960607659396,0005XX 14TH AVE SE,MP202124435         ,2     ,2021/02/04 00:00:00+00,32,2021/02/04 00:00:00+00,2021/02/04 00:32:00+00,30,BURGD   ,BURGLARY OF DWELLING          ,6.0,2021/02/04 00:00:00+00,16638.0,-93.23460561,44.981964000000005,-10378828,5618682,Marcy Holmes,2021/02/04 00:00:00+00,2021/02/05 07:01:48+00,577
-93.3120689465789,45.0159510360028,0033XX SHERIDAN AVE N,MP202124492         ,4     ,2021/02/04 00:00:00+00,426,2021/02/03 00:00:00+00,2021/02/04 04:26:00+00,2300,DASTR   ,DOMESTIC ASSAULT/STRANGULATION,5.0,2021/02/04 00:00:00+00,18234.0,-93.31207322,45.01595399,-10387452,5624033,Cleveland,2021/02/04 00:00:00+00,2021/02/05 07:01:48+00,578
-93.22942394043991,45.0213675683446,0029XX BENJAMIN ST NE,MP202124501         ,2     ,2021/02/04 00:00:00+00,553,2021/02/04 00:00:00+00,2021/02/04 05:53:00+00,500,AUTOTH  ,AUTOMOBILE THEFT              ,8.0,2021/02/04 00:00:00+00,21746.0,-93.22942814,45.02137078,-10378252,5624886,Waite Park,2021/02/04 00:00:00+00,2021/02/05 07:01:48+00,579
-93.3068138021668,44.892514904800905,0021XX 61ST ST W,MP202124521         ,5     ,2021/02/04 00:00:00+00,642,2021/02/04 00:00:00+00,2021/02/04 06:42:00+00,642,BURGD   ,BURGLARY OF DWELLING          ,6.0,2021/02/04 00:00:00+00,14477.0,-93.30681829,44.89251565,-10386867,5604616,Armatage,2021/02/08 00:00:00+00,2021/02/09 07:03:37+00,580
-93.2712854326799,44.9758349782743,0007XX MARQUETTE AVE ,MP20213733          ,1     ,2021/01/06 00:00:00+00,1026,2021/01/06 00:00:00+00,2021/01/06 10:26:00+00,1026,ASLT2   ,ASSLT W/DNGRS WEAPON          ,5.0,2021/01/07 00:00:00+00,18610.0,-93.27128944,44.97583563,-10382912,5617718,Downtown West,2021/02/05 00:00:00+00,2021/02/06 07:03:57+00,581
-93.3033552883229,44.94999083810921,,MP2021700787        ,5     ,2021/02/02 00:00:00+00,1139,2021/01/31 00:00:00+00,2021/02/02 11:39:00+00,2225,TMVP    ,THEFT-MOTR VEH PARTS          ,7.0,2021/02/04 00:00:00+00,,-93.30336,44.95,-10386482,5613652,East Isles,2021/02/05 00:00:00+00,2021/02/06 07:03:57+00,582
-93.2723723941737,44.975631626657496,00008X 8TH ST S,MP2021700790        ,1     ,2021/02/02 00:00:00+00,1155,2021/02/01 00:00:00+00,2021/02/02 11:55:00+00,1619,SHOPLF  ,SHOPLIFTING                   ,7.0,2021/02/04 00:00:00+00,17052.0,-93.27237593,44.97563254,-10383033,5617686,Downtown West,2021/02/04 00:00:00+00,2021/02/05 07:01:48+00,583
-93.28756290562809,45.0429968373966,0048XX 6TH ST N,MP2021700793        ,4     ,2021/02/02 00:00:00+00,1203,2021/01/23 00:00:00+00,2021/02/02 12:03:00+00,500,THFTSW  ,THEFT BY SWINDLE              ,7.0,2021/02/04 00:00:00+00,10058.0,-93.28757164,45.04300202,-10384724,5628293,Lind - Bohanon,2021/02/04 00:00:00+00,2021/02/05 07:01:48+00,584
-93.2192999271879,44.972606686214,0026XX UNIVERSITY AVE SE,MP2021700795        ,2     ,2021/02/02 00:00:00+00,1238,2021/02/01 00:00:00+00,2021/02/02 12:38:00+00,1800,TFMV    ,THEFT FROM MOTR VEHC          ,7.0,2021/02/04 00:00:00+00,13302.0,-93.21930819,44.97260866,-10377125,5617210,Prospect Park - East River Road,2021/02/05 00:00:00+00,2021/02/06 07:03:57+00,585
-93.2905183629129,44.964427109242,,MP2021700798        ,5     ,2021/02/02 00:00:00+00,1254,2021/01/31 00:00:00+00,2021/02/02 12:54:00+00,1145,TFMV    ,THEFT FROM MOTR VEHC          ,7.0,2021/02/04 00:00:00+00,,-93.29052,44.96443,-10385053,5615923,Lowry Hill,2021/02/05 00:00:00+00,2021/02/06 07:03:57+00,586
-93.2199197647339,44.9260367997329,0042XX SNELLING AVE ,MP2021700802        ,3     ,2021/02/02 00:00:00+00,1626,2021/01/31 00:00:00+00,2021/02/02 16:26:00+00,0,TMVP    ,THEFT-MOTR VEH PARTS          ,7.0,2021/02/04 00:00:00+00,12129.0,-93.21992346,44.92604177,-10377194,5609885,Hiawatha,2021/02/04 00:00:00+00,2021/02/05 07:01:48+00,587
-93.2269176407972,44.9848198579116,0008XX 18TH AVE SE,MP2021700806        ,2     ,2021/02/02 00:00:00+00,2023,2021/02/01 00:00:00+00,2021/02/02 20:23:00+00,2200,TMVP    ,THEFT-MOTR VEH PARTS          ,7.0,2021/02/04 00:00:00+00,16890.0,-93.22692634,44.98482326,-10377973,5619132,Como,2021/02/05 00:00:00+00,2021/02/06 07:03:57+00,588
-93.27359410296009,44.9853027394339,0003XX WASHINGTON AVE N,MP2021700807        ,1     ,2021/02/02 00:00:00+00,2231,2021/02/02 00:00:00+00,2021/02/02 22:31:00+00,1330,TFMV    ,THEFT FROM MOTR VEHC          ,7.0,2021/02/04 00:00:00+00,16911.0,-93.27359806,44.98530585,-10383169,5619208,North Loop,2021/02/04 00:00:00+00,2021/02/05 07:01:48+00,589
-93.26501519199671,44.931449111414096,0039XX PARK AVE ,MP2021700808        ,3     ,2021/02/03 00:00:00+00,758,2021/02/02 00:00:00+00,2021/02/03 07:58:00+00,2000,TFMV    ,THEFT FROM MOTR VEHC          ,7.0,2021/02/04 00:00:00+00,21978.0,-93.26502133,44.93145005,-10382214,5610736,Bryant,2021/02/04 00:00:00+00,2021/02/05 07:01:48+00,590
-93.21945264078622,44.9251336381464,,MP2021700810        ,3     ,2021/02/03 00:00:00+00,840,2021/02/03 00:00:00+00,2021/02/03 08:40:00+00,710,TFMV    ,THEFT FROM MOTR VEHC          ,7.0,2021/02/04 00:00:00+00,,-93.21946,44.92514,-10377142,5609743,Hiawatha,2021/02/04 00:00:00+00,2021/02/05 07:01:48+00,591
-93.2549630439674,44.9564370724295,0025XX 14TH AVE S,MP2021700812        ,3     ,2021/02/03 00:00:00+00,906,2021/01/29 00:00:00+00,2021/02/03 09:06:00+00,1800,TFMV    ,THEFT FROM MOTR VEHC          ,7.0,2021/02/04 00:00:00+00,16874.0,-93.25497084,44.95644126,-10381095,5614666,Midtown Phillips,2021/02/04 00:00:00+00,2021/02/05 07:01:48+00,592
-93.2844367684394,44.9204904002203,0045XX GRAND AVE S,MP2021700813        ,5     ,2021/02/03 00:00:00+00,912,2021/02/03 00:00:00+00,2021/02/03 09:12:00+00,0,TMVP    ,THEFT-MOTR VEH PARTS          ,7.0,2021/02/04 00:00:00+00,21823.0,-93.28444158,44.92049597,-10384376,5609013,King Field,2021/02/05 00:00:00+00,2021/02/06 07:03:57+00,593
-93.22053960228001,44.9694926102676,0001XX 27TH AVE SE,MP2021700820        ,2     ,2021/02/03 00:00:00+00,1337,2021/02/02 00:00:00+00,2021/02/03 13:37:00+00,1945,TFMV    ,THEFT FROM MOTR VEHC          ,7.0,2021/02/04 00:00:00+00,22881.0,-93.22054857,44.96949537,-10377263,5616720,Prospect Park - East River Road,2021/02/05 00:00:00+00,2021/02/06 07:03:57+00,594
-93.2658326589053,44.9735154560974,0007XX 5TH AVE S,MP2021700836        ,1     ,2021/02/03 00:00:00+00,1904,2021/02/01 00:00:00+00,2021/02/03 19:04:00+00,0,TFMV    ,THEFT FROM MOTR VEHC          ,7.0,2021/02/04 00:00:00+00,21740.0,-93.26583963,44.97352012,-10382305,5617353,Downtown West,2021/02/04 00:00:00+00,2021/02/05 07:01:48+00,595
